Year,GEOID,Name,FI_Rate,CostPerMeal,Percent_EMPLOYMENT_STATUS_Civilian_labor_force_Unemployment_Rate,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_Less_than_10000,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_10000_to_14999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_15000_to_24999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_25000_to_34999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_35000_to_49999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_50000_to_74999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_75000_to_99999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_100000_to_149999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_Social_Security,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_retirement_income,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_Food_Stamp.SNAP_benefits_in_the_past_12_months,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_Less_than_9th_grade,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_High_school_graduate_includes_equivalency,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_Bachelors_degree,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_No_vehicles_available,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_1_vehicle_available,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_2_vehicles_available,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_Less_than_15.0_percent,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_30.0_to_34.9_percent,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_35.0_percent_or_more,Percent_SEX_AND_AGE_Total_population_Female,age19AndUnder,Percent_SEX_AND_AGE_Total_population_20_to_24_years,Percent_SEX_AND_AGE_Total_population_25_to_34_years,Percent_SEX_AND_AGE_Total_population_45_to_54_years,Percent_SEX_AND_AGE_Total_population_55_to_59_years,Percent_SEX_AND_AGE_Total_population_60_to_64_years,age65AndOver,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Hispanic_or_Latino_of_any_race,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_White_alone,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_Black_or_African_American_alone,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_Asian_alone
2018,51071,"Giles County, Virginia",10.5,3.09,4.6,4.6,5.1,12.2,10.2,15.6,24.2,14.4,8.8,40.0,27.0,7.4,604.0,4546.0,1360.0,5.3,28.1,38.8,33.1,8.4,25.0,50.9,22.6,5.2,10.9,14.6,6.7,7.2,21.1,1.7,95.0,2.2,0.2
2018,51077,"Grayson County, Virginia",13.5,2.96,6.5,9.3,11.1,15.2,15.7,16.0,15.3,6.5,8.6,47.5,19.4,13.2,825.0,4745.0,1130.0,6.3,29.7,35.9,18.8,2.9,36.5,49.4,18.9,5.4,10.7,14.9,8.0,7.6,23.2,3.3,89.9,4.5,0.3
2018,51089,"Henry County, Virginia",14.4,2.81,8.3,8.7,9.5,14.7,15.0,15.8,17.8,8.9,6.8,46.3,22.9,18.8,3209.0,12967.0,3149.0,7.6,31.1,30.6,16.2,11.4,34.3,51.8,21.3,5.2,9.9,14.5,7.8,7.6,23.1,5.3,70.2,21.8,0.7
2018,51105,"Lee County, Virginia",17.1,2.98,10.3,14.6,10.2,18.0,9.5,13.7,15.6,9.3,6.7,54.2,21.9,24.6,1836.0,6086.0,1477.0,10.8,30.8,33.0,13.6,9.7,50.5,47.8,20.8,4.9,12.9,14.0,8.5,6.7,19.7,1.9,92.9,4.1,0.3
2018,51121,"Montgomery County, Virginia",10.5,3.26,4.7,11.6,4.9,9.4,8.0,11.9,18.1,12.3,12.9,24.7,16.6,6.6,1266.0,12352.0,12275.0,5.1,28.9,38.3,14.0,8.5,44.2,48.2,25.4,18.0,14.3,10.6,4.4,5.3,12.0,3.2,83.6,4.4,6.6
2018,51141,"Patrick County, Virginia",13.3,2.95,5.7,7.3,10.7,15.8,12.0,12.9,19.3,11.3,6.5,48.4,22.3,15.0,981.0,4725.0,1143.0,4.6,28.8,34.0,19.7,9.6,43.5,50.2,19.1,5.1,8.9,15.0,8.1,7.8,25.4,3.0,89.7,5.7,0.4
2018,51143,"Pittsylvania County, Virginia",12.3,3.15,6.2,6.7,6.9,12.7,12.4,17.0,18.5,11.8,10.3,42.9,24.2,14.6,2839.0,15953.0,4169.0,5.3,28.0,33.3,19.1,6.3,35.8,51.0,21.5,5.2,10.2,14.9,7.7,8.3,21.0,2.6,74.1,20.0,0.4
2018,51155,"Pulaski County, Virginia",11.7,2.95,6.1,7.8,5.1,10.7,9.9,13.6,22.7,13.2,11.9,40.2,24.7,12.4,1341.0,8348.0,3192.0,7.0,28.7,38.0,26.2,6.6,26.4,49.9,20.0,5.3,10.9,15.0,7.7,7.4,21.9,1.7,90.8,4.6,0.7
2018,51161,"Roanoke County, Virginia",7.9,3.27,3.7,4.4,3.2,7.2,9.1,12.2,20.4,14.7,17.5,37.8,23.6,6.1,2070.0,17130.0,15109.0,4.7,27.9,38.5,19.5,6.0,33.4,52.1,22.5,5.7,11.1,13.9,7.2,7.2,20.4,2.9,86.2,5.7,2.9
2018,51167,"Russell County, Virginia",15.2,3.03,6.8,12.1,7.8,15.0,10.7,15.3,17.6,9.6,9.4,54.5,20.5,16.5,2324.0,7283.0,1946.0,6.1,28.1,33.5,24.3,6.2,38.4,51.2,21.1,5.2,10.9,14.1,7.9,8.5,20.0,0.7,96.8,1.3,0.0
2018,51169,"Scott County, Virginia",14.3,2.84,5.6,11.8,7.9,14.2,10.9,17.2,15.6,10.9,8.6,50.9,21.6,16.7,1302.0,6115.0,1574.0,7.8,25.8,40.8,19.4,2.7,43.8,49.6,20.4,4.9,10.7,14.3,6.8,8.5,22.7,1.3,96.7,0.7,0.4
2018,51173,"Smyth County, Virginia",15.1,3.01,5.8,10.8,7.7,13.9,12.5,15.7,17.4,10.1,8.9,45.0,23.7,17.2,1545.0,8583.0,1987.0,9.3,32.5,32.8,20.9,9.7,36.8,50.7,21.5,5.5,11.4,14.1,6.9,7.8,20.9,2.0,94.2,2.3,0.5
2018,51185,"Tazewell County, Virginia",13.6,2.78,7.6,8.4,6.8,13.6,14.5,16.4,17.2,10.2,8.8,48.3,24.9,16.5,2639.0,11151.0,3057.0,7.8,31.1,36.6,20.4,7.0,29.7,50.5,21.3,5.6,10.9,13.6,7.6,7.9,20.7,1.0,93.9,3.2,0.6
2018,51191,"Washington County, Virginia",12.5,3.26,5.9,7.4,6.2,12.1,12.7,14.6,18.1,12.4,10.9,44.9,23.3,11.9,2485.0,13236.0,5459.0,4.8,30.6,38.6,21.2,7.5,36.2,50.6,21.1,5.4,10.4,14.2,8.1,7.3,21.6,1.5,95.3,1.4,0.5
2018,51195,"Wise County, Virginia",17.3,3.01,9.2,11.8,8.9,13.6,12.7,14.4,17.8,8.9,7.8,49.4,21.9,22.4,2760.0,8459.0,2451.0,10.1,35.2,34.3,15.7,7.8,46.8,47.5,22.4,6.9,13.7,13.3,6.8,7.5,16.9,1.2,91.6,5.5,0.4
2018,51197,"Wythe County, Virginia",12.3,3.01,6.6,7.0,7.2,13.2,10.3,15.1,19.1,13.4,10.0,42.5,24.2,12.7,1090.0,8113.0,2382.0,7.3,25.7,34.4,20.1,7.2,34.8,51.2,21.9,5.1,10.9,14.5,7.5,7.4,20.4,1.2,93.9,3.2,0.4
2018,51520,"Bristol city, Virginia",16.6,3.01,5.9,10.6,7.6,15.6,12.1,16.8,19.1,5.3,7.3,43.3,21.9,21.2,456.0,3676.0,1802.0,11.2,36.9,33.8,13.0,8.4,43.1,52.5,23.0,5.2,13.3,12.6,7.6,6.1,20.1,0.6,87.3,7.1,0.1
2018,51580,"Covington city, Virginia",12.7,2.82,4.9,8.1,7.2,11.5,16.1,16.5,15.4,14.1,7.9,43.9,19.1,16.7,155.0,1746.0,414.0,7.9,37.8,34.5,8.8,5.5,37.6,50.9,21.2,6.5,12.0,11.9,6.1,7.6,21.5,2.6,81.2,12.7,1.3
2018,51590,"Danville city, Virginia",16.8,2.68,9.2,11.7,9.2,14.6,13.1,17.2,14.7,8.3,7.7,39.0,21.5,24.1,1858.0,8561.0,3303.0,16.1,37.3,28.5,17.1,7.9,40.3,54.1,24.2,6.5,12.6,12.1,7.3,7.0,20.0,4.1,43.0,48.6,1.1
2018,51640,"Galax city, Virginia",16.5,2.96,6.4,11.9,11.6,17.3,16.0,9.7,13.9,9.0,8.3,42.8,17.2,18.3,629.0,1640.0,365.0,13.0,33.2,40.6,13.7,2.6,48.8,52.2,23.2,2.6,8.4,13.5,6.1,7.9,22.7,16.6,75.3,7.2,0.3
2018,51690,"Martinsville city, Virginia",17.3,2.85,7.8,14.7,8.2,14.8,14.2,11.9,15.1,8.3,7.0,40.4,20.7,24.8,498.0,2806.0,1266.0,13.8,40.2,30.7,16.2,10.3,40.8,55.2,25.9,5.6,10.5,13.0,7.3,6.6,19.2,5.4,45.3,46.4,0.3
2018,51720,"Norton city, Virginia",19.0,2.99,13.8,18.7,9.9,17.0,10.3,12.8,15.8,3.8,9.3,43.7,19.7,34.6,139.0,690.0,320.0,12.3,45.8,34.0,12.9,10.0,45.1,55.1,24.0,5.1,15.2,9.5,8.8,7.3,17.3,1.1,89.1,4.6,3.4
2018,51750,"Radford city, Virginia",13.5,3.15,5.9,15.2,8.6,13.8,10.9,11.7,17.6,6.4,12.1,30.0,16.2,11.2,319.0,1859.0,1647.0,8.4,39.1,28.3,5.2,9.5,51.7,52.2,27.7,27.6,10.5,8.7,6.3,2.9,8.5,2.9,83.0,9.7,1.5
2018,51770,"Roanoke city, Virginia",14.1,2.86,6.8,9.8,7.2,12.5,12.4,15.1,18.4,11.2,7.9,31.5,16.4,18.5,4026.0,22873.0,10586.0,13.7,38.7,31.5,15.7,7.4,42.8,52.0,23.8,5.9,15.4,13.1,6.5,6.6,15.9,6.1,59.0,28.2,3.1
2018,51775,"Salem city, Virginia",9.2,3.16,5.2,4.3,4.0,9.6,9.1,14.7,21.3,16.1,13.0,36.3,21.7,6.5,611.0,4901.0,3046.0,6.9,34.7,32.9,11.9,8.4,32.3,53.4,24.0,9.1,11.3,13.0,7.5,6.5,18.5,3.2,85.3,6.6,1.8
2019,51005,"Alleghany County, Virginia",14.6,3.16,4.4,10.6,5.3,12.0,9.7,15.0,17.6,12.0,11.7,46.6,29.2,13.7,482.0,4530.0,1021.0,7.4,31.2,28.4,13.3,3.0,46.7,51.4,20.8,5.0,10.4,13.7,7.7,8.4,23.8,1.5,91.5,5.8,0.1
2019,51019,"Bedford County, Virginia",9.1,3.34,3.6,4.7,3.3,8.6,9.6,12.2,19.3,15.8,15.5,40.0,26.5,6.4,1835.0,17138.0,9867.0,3.2,23.1,38.1,20.1,9.8,34.0,50.9,22.2,5.5,9.8,14.7,7.9,8.3,20.9,2.2,87.7,6.9,1.2
2019,51021,"Bland County, Virginia",10.8,2.98,5.4,5.7,5.3,14.4,10.7,14.8,17.0,14.1,13.0,46.9,23.1,10.9,220.0,2098.0,520.0,3.3,27.4,31.4,21.1,7.8,49.2,44.2,18.0,4.6,12.1,14.9,7.4,7.2,22.6,1.3,93.9,3.7,0.2
2019,51023,"Botetourt County, Virginia",7.7,3.47,3.2,3.7,2.9,7.5,7.9,11.5,20.1,13.6,19.8,40.9,27.8,3.8,835.0,7919.0,4206.0,3.9,21.1,36.5,23.9,14.0,29.2,50.9,21.7,4.9,9.7,15.5,8.4,7.9,21.9,1.7,92.9,3.0,0.7
2019,51027,"Buchanan County, Virginia",20.3,2.99,7.2,13.8,7.5,19.6,12.1,12.9,16.8,8.6,6.5,53.6,21.2,19.7,2056.0,5739.0,1102.0,6.7,32.6,36.0,21.4,10.1,29.9,49.7,19.8,5.1,11.5,14.9,8.3,7.7,21.4,0.5,94.9,2.7,1.0
2019,51035,"Carroll County, Virginia",12.6,3.28,2.7,5.6,8.3,13.8,10.4,16.9,21.9,12.1,8.2,47.9,24.3,11.2,1797.0,7999.0,2377.0,4.4,28.5,34.7,27.4,12.8,31.5,49.7,20.9,4.5,10.5,14.0,7.3,8.3,23.7,3.5,94.5,0.5,0.1
2019,51045,"Craig County, Virginia",10.6,3.18,1.9,7.6,5.2,7.2,7.2,20.6,14.3,17.5,12.6,38.5,22.3,15.3,202.0,1416.0,612.0,7.8,30.1,25.6,12.9,9.4,23.1,53.5,19.3,6.8,14.2,13.7,6.8,9.5,21.3,0.0,98.6,0.1,0.0
2019,51051,"Dickenson County, Virginia",19.5,3.0,4.9,15.3,9.8,17.6,12.6,13.0,12.9,7.6,7.4,57.0,25.6,21.5,1166.0,4181.0,798.0,9.6,33.3,34.4,20.1,6.4,51.7,49.4,21.0,5.4,11.3,13.1,8.0,7.3,21.4,0.9,97.6,0.6,0.1
2019,51063,"Floyd County, Virginia",10.0,3.14,2.3,5.1,4.3,14.9,10.2,13.9,18.8,15.1,13.2,41.2,23.9,8.3,796.0,4146.0,1541.0,4.0,23.5,32.2,38.2,11.8,24.0,49.7,21.5,4.5,9.9,14.1,7.5,8.3,22.6,2.9,93.2,1.5,0.1
2019,51067,"Franklin County, Virginia",10.8,3.09,4.7,6.7,6.1,9.2,9.4,14.7,18.5,13.2,13.8,42.8,23.2,9.2,1973.0,14250.0,5520.0,4.7,21.9,37.7,20.2,9.9,36.4,50.9,21.9,5.4,10.0,14.0,7.8,8.2,22.8,2.8,87.2,7.4,0.5
2019,51071,"Giles County, Virginia",10.7,3.19,4.9,3.9,4.4,11.8,10.4,14.1,25.3,13.1,11.9,40.6,28.2,7.2,465.0,4686.0,1429.0,6.3,26.5,38.3,38.2,10.6,22.9,51.0,22.2,5.6,10.7,14.6,6.8,7.1,21.3,1.7,94.9,2.2,0.1
2019,51077,"Grayson County, Virginia",14.5,3.03,5.5,9.7,8.4,15.5,14.8,15.4,17.6,7.3,9.0,48.1,20.3,14.7,845.0,4468.0,1147.0,6.5,29.1,36.4,23.3,5.6,36.1,48.7,18.5,5.3,10.8,14.8,7.5,8.1,24.1,3.4,89.7,5.5,0.3
2019,51089,"Henry County, Virginia",13.2,2.9,7.8,8.7,9.0,13.7,15.0,15.9,17.6,9.5,7.5,48.1,25.5,16.9,3032.0,12957.0,3433.0,7.2,32.0,31.5,22.0,10.3,33.7,51.6,21.2,5.0,10.1,14.0,8.2,7.3,23.7,5.5,69.8,22.2,0.6
2019,51105,"Lee County, Virginia",19.0,2.92,9.1,13.5,9.4,18.5,10.2,14.0,15.7,9.0,6.8,52.1,22.1,23.8,1687.0,6205.0,1495.0,11.3,31.3,32.7,11.4,9.4,50.9,47.7,19.7,5.2,12.9,14.0,8.8,6.2,20.8,2.0,92.9,3.9,0.3
2019,51121,"Montgomery County, Virginia",11.6,3.39,4.1,11.6,4.4,7.9,7.7,11.1,20.2,12.0,12.9,25.6,19.3,6.1,1073.0,13076.0,12227.0,4.9,28.0,38.7,15.5,8.7,42.1,48.4,26.5,16.5,14.1,10.6,4.4,5.6,12.1,3.2,83.3,4.4,6.6
2019,51141,"Patrick County, Virginia",12.6,3.03,5.2,7.1,9.7,14.6,10.7,13.7,20.7,11.0,8.3,48.4,23.7,13.2,1060.0,4708.0,1263.0,4.5,26.8,34.6,22.8,6.6,40.4,50.3,18.7,5.0,9.0,15.1,8.2,7.9,26.2,3.1,89.7,5.9,0.4
2019,51143,"Pittsylvania County, Virginia",12.0,3.28,5.8,6.2,6.1,12.7,12.4,15.4,19.6,11.8,11.0,43.3,26.4,13.2,2684.0,15841.0,4380.0,5.7,26.7,34.0,18.7,5.5,36.4,50.8,21.2,5.1,10.3,14.6,7.7,8.5,21.9,2.6,74.1,20.0,0.4
2019,51155,"Pulaski County, Virginia",13.4,2.99,5.8,7.5,5.0,10.5,9.9,11.8,24.3,13.3,11.5,40.4,26.0,12.5,1109.0,8488.0,3096.0,6.1,29.2,38.2,26.5,7.4,27.3,49.9,19.8,5.4,11.2,14.9,8.1,7.0,22.5,1.8,90.8,4.3,0.7
2019,51161,"Roanoke County, Virginia",8.2,3.33,3.2,3.7,3.6,7.1,8.7,11.1,20.0,14.1,18.8,37.7,24.7,5.5,1760.0,16895.0,15399.0,4.0,28.3,38.2,16.9,7.5,33.7,51.9,22.6,5.4,11.1,13.7,7.2,6.8,21.2,3.1,85.8,5.9,3.1
2019,51167,"Russell County, Virginia",17.3,3.06,6.4,12.4,8.1,13.6,10.8,17.0,17.2,9.6,8.7,54.3,23.9,14.9,2127.0,7601.0,1820.0,7.2,26.0,34.2,20.6,8.0,38.6,51.0,21.2,5.2,10.6,13.8,8.5,8.3,20.6,1.2,96.7,1.0,0.0
2019,51169,"Scott County, Virginia",15.1,2.9,5.0,11.7,6.5,13.5,11.0,19.0,15.3,10.5,9.1,51.2,23.5,14.6,1322.0,6251.0,1342.0,8.0,26.7,37.3,21.1,6.5,38.3,49.4,20.1,4.9,10.8,14.0,7.5,7.9,23.5,1.4,96.6,0.6,0.3
2019,51173,"Smyth County, Virginia",16.2,3.06,5.7,10.3,7.3,14.5,12.7,14.9,17.9,10.8,9.2,44.8,24.2,17.0,1474.0,8487.0,2139.0,8.8,32.2,33.4,20.1,7.6,39.7,50.7,21.3,5.5,11.6,14.1,6.9,7.7,21.3,2.0,94.1,2.1,0.7
2019,51185,"Tazewell County, Virginia",15.2,2.87,6.5,9.2,6.5,12.0,14.8,15.8,18.1,9.8,9.1,49.8,28.0,16.3,2621.0,11108.0,2873.0,8.0,31.9,35.3,23.3,5.4,29.3,50.4,21.4,5.3,10.8,13.5,8.0,7.4,21.5,1.0,93.9,3.1,0.6
2019,51191,"Washington County, Virginia",13.6,3.33,5.2,7.6,5.1,11.8,12.7,13.6,19.0,12.8,11.2,45.4,23.8,12.7,2428.0,13678.0,5482.0,4.6,29.8,39.6,24.6,7.0,34.1,50.8,20.9,5.3,10.4,13.8,8.0,7.7,22.2,1.5,95.3,1.3,0.6
2019,51195,"Wise County, Virginia",18.2,3.04,9.4,11.9,8.8,13.8,11.5,14.2,18.8,8.4,8.8,49.5,22.6,21.4,2559.0,8161.0,2572.0,9.3,35.8,33.5,18.7,8.5,42.9,47.6,21.9,6.6,13.7,13.2,6.9,7.8,17.6,1.2,91.5,5.3,0.4
2019,51197,"Wythe County, Virginia",13.1,3.06,5.6,6.0,6.7,11.9,10.9,15.2,18.3,15.2,10.7,41.8,26.0,11.0,1050.0,8019.0,2372.0,6.1,27.2,33.5,23.4,6.8,28.5,51.2,21.8,4.8,10.9,14.7,7.6,7.4,20.7,1.3,93.8,2.9,0.4
2019,51520,"Bristol city, Virginia",17.7,3.1,6.1,10.1,8.4,14.8,13.6,14.6,18.9,6.1,7.7,41.6,22.6,19.3,384.0,3585.0,1814.0,10.7,38.5,31.9,11.4,12.2,38.3,52.9,24.3,4.2,12.8,12.3,7.6,6.5,20.4,2.3,88.2,5.7,0.2
2019,51580,"Covington city, Virginia",11.0,2.89,3.1,5.7,6.8,13.6,16.2,16.6,14.1,15.7,8.5,40.7,21.4,14.4,117.0,1770.0,413.0,8.6,35.1,35.4,12.3,9.7,32.1,52.1,22.1,6.6,12.9,11.6,6.0,8.5,20.2,2.4,81.0,12.5,1.2
2019,51590,"Danville city, Virginia",15.2,2.74,8.5,11.1,9.7,14.3,12.7,17.0,15.6,8.8,6.9,40.0,24.1,23.1,1697.0,9002.0,3172.0,16.3,37.2,28.5,15.6,7.4,41.0,54.0,24.0,6.5,12.7,11.9,7.0,7.3,20.3,4.3,42.4,48.8,1.2
2019,51640,"Galax city, Virginia",17.3,2.98,7.3,9.4,12.2,15.5,16.5,14.0,13.4,9.0,5.4,44.7,17.7,19.2,545.0,1444.0,395.0,15.6,30.3,38.7,9.3,4.2,52.2,52.6,24.5,2.6,9.1,13.2,6.2,8.1,22.4,14.5,79.1,5.0,0.6
2019,51690,"Martinsville city, Virginia",15.0,2.92,6.0,12.7,6.9,16.1,15.1,13.3,16.7,7.9,5.8,39.2,20.7,22.7,535.0,2504.0,1247.0,14.1,42.5,27.9,16.4,12.4,38.4,55.6,25.5,6.1,11.4,13.1,7.5,6.8,18.7,5.7,44.0,44.5,1.0
2019,51720,"Norton city, Virginia",19.8,3.03,10.6,17.9,9.5,17.9,8.4,11.6,15.3,8.0,5.3,44.0,19.4,32.4,110.0,659.0,409.0,13.0,39.1,34.6,7.5,9.3,48.1,53.4,25.1,5.7,13.4,7.9,10.6,7.0,16.4,1.2,88.6,3.1,4.6
2019,51750,"Radford city, Virginia",15.6,3.25,4.5,15.6,10.6,14.2,8.1,11.7,16.8,7.7,11.4,28.5,16.9,11.0,334.0,1951.0,1495.0,8.6,40.0,31.0,8.0,7.5,50.9,52.6,26.6,27.0,10.7,8.6,7.9,2.6,8.6,2.9,83.3,9.8,1.6
2019,51770,"Roanoke city, Virginia",13.4,2.93,6.3,8.9,8.0,12.3,12.0,15.1,18.2,10.8,8.4,31.9,17.2,17.5,3362.0,23853.0,10092.0,13.1,39.5,32.7,15.8,8.0,42.6,52.4,23.7,5.8,15.5,13.0,6.8,6.5,16.1,6.3,58.5,28.1,2.9
2019,51775,"Salem city, Virginia",10.1,3.2,4.4,3.8,3.4,10.3,10.0,14.2,21.2,14.6,14.1,36.4,21.6,7.8,583.0,4953.0,2961.0,7.0,36.9,31.8,11.8,7.4,33.7,53.5,24.1,8.4,11.6,12.8,6.9,6.8,19.0,3.3,85.3,6.6,1.7
2020,51005,"Alleghany County, Virginia",12.8,3.47,4.6,7.9,6.8,10.8,13.0,13.1,17.1,12.1,13.4,45.3,29.5,10.5,419.0,4761.0,943.0,7.7,32.9,24.9,16.6,8.5,39.5,50.9,20.9,4.9,10.7,13.6,8.4,7.9,24.2,1.5,91.4,5.3,0.1
2020,51019,"Bedford County, Virginia",7.9,3.38,3.4,3.7,2.8,7.8,8.6,13.2,19.5,15.9,16.9,40.7,29.9,5.9,1491.0,17269.0,10611.0,2.7,22.8,37.9,22.8,7.1,35.9,50.9,21.8,5.4,10.2,14.2,8.2,8.2,21.5,2.4,87.1,6.7,1.2
2020,51021,"Bland County, Virginia",10.6,3.06,4.3,4.2,5.1,13.9,9.4,16.8,16.1,18.4,10.4,45.8,29.1,10.3,166.0,2126.0,461.0,3.4,33.8,30.0,22.1,10.6,48.9,43.6,18.0,3.7,12.3,13.3,7.9,6.5,23.1,0.8,93.7,3.9,0.2
2020,51023,"Botetourt County, Virginia",6.7,3.47,2.8,3.2,2.6,6.7,7.4,10.9,20.8,13.5,21.4,40.6,29.3,3.1,678.0,8491.0,4104.0,3.1,21.9,37.0,25.9,12.0,22.0,50.7,21.4,4.8,9.8,15.2,8.5,7.6,22.5,1.8,92.7,2.8,0.7
2020,51027,"Buchanan County, Virginia",19.6,2.96,6.5,10.4,7.2,18.9,14.3,15.1,16.3,8.7,6.7,56.2,28.0,19.8,1583.0,5978.0,903.0,6.2,29.6,37.9,21.0,6.0,34.1,50.3,18.7,5.5,11.3,14.8,8.2,8.1,22.2,0.8,94.7,2.5,0.3
2020,51035,"Carroll County, Virginia",13.7,3.34,4.4,6.9,7.5,13.7,10.0,17.8,19.3,12.6,10.0,49.3,28.0,13.2,1915.0,8565.0,2406.0,4.6,27.5,35.6,33.7,9.9,30.6,49.6,20.3,4.2,11.2,13.7,7.9,8.3,24.5,3.7,94.2,0.5,0.0
2020,51045,"Craig County, Virginia",11.1,3.47,1.7,5.9,5.2,12.2,6.4,16.5,11.6,18.8,15.2,38.4,23.2,15.7,163.0,1432.0,625.0,6.7,26.1,21.2,34.2,3.4,20.6,52.1,18.5,6.1,11.5,14.0,9.7,9.8,21.8,0.0,98.2,0.0,0.0
2020,51051,"Dickenson County, Virginia",19.0,3.17,4.9,13.8,11.5,18.6,11.4,13.7,11.9,9.2,7.1,56.0,23.8,21.3,1068.0,3919.0,913.0,10.2,33.7,31.7,20.1,3.4,48.4,49.2,20.7,5.3,11.2,12.9,8.5,6.6,22.3,1.0,97.5,0.6,0.1
2020,51063,"Floyd County, Virginia",8.9,3.49,3.1,7.3,6.5,12.2,7.8,14.6,17.7,15.0,15.1,40.3,24.9,5.8,636.0,4259.0,1612.0,6.2,21.9,31.1,39.2,11.7,22.4,50.5,21.2,4.6,10.0,14.2,7.4,8.3,23.1,2.9,93.2,1.6,0.3
2020,51067,"Franklin County, Virginia",10.5,3.15,4.3,6.7,6.8,9.2,7.6,14.0,19.8,12.3,13.4,44.7,24.8,9.7,1726.0,14041.0,5698.0,5.3,21.8,37.2,26.4,11.0,39.8,50.8,21.6,5.7,9.8,13.7,8.5,7.8,23.4,2.8,87.1,7.8,0.6
2020,51071,"Giles County, Virginia",9.8,3.04,4.1,4.9,3.5,11.6,9.5,11.2,28.8,12.3,13.3,39.2,29.1,5.5,399.0,4582.0,1406.0,6.4,23.9,39.1,36.4,9.1,23.7,51.3,22.3,5.2,11.4,14.4,6.8,7.0,21.4,1.8,94.6,1.8,0.5
2020,51077,"Grayson County, Virginia",12.5,3.13,4.3,7.5,6.6,16.1,13.4,16.6,18.2,9.6,8.6,49.8,25.7,11.4,756.0,4398.0,1397.0,4.8,26.8,39.6,34.5,7.3,27.0,48.4,18.2,5.3,10.7,14.4,7.5,8.1,25.1,3.6,89.5,5.3,1.0
2020,51089,"Henry County, Virginia",12.9,2.96,6.3,7.5,9.5,13.2,15.5,15.1,17.6,9.4,8.8,48.9,27.9,15.1,3034.0,13003.0,3583.0,6.3,33.9,30.1,18.7,8.4,37.3,51.9,21.6,4.7,9.5,14.1,7.8,7.8,24.1,5.6,69.5,22.3,0.6
2020,51105,"Lee County, Virginia",19.1,2.93,9.7,13.4,8.5,16.6,11.5,13.1,16.9,11.1,5.8,50.7,22.2,25.0,1691.0,6274.0,1289.0,11.0,29.8,32.7,16.1,10.1,51.9,47.6,19.5,4.9,12.9,13.9,8.4,6.4,21.6,2.0,93.0,3.7,0.3
2020,51121,"Montgomery County, Virginia",10.6,3.49,3.5,12.2,3.4,7.8,8.8,10.5,18.2,12.6,13.2,26.2,20.6,5.1,994.0,12979.0,12100.0,5.2,29.2,38.4,15.7,8.5,42.1,48.4,26.6,16.3,13.5,10.5,4.4,5.6,12.7,3.3,83.4,4.1,6.6
2020,51141,"Patrick County, Virginia",12.1,2.96,3.7,7.2,9.4,10.7,12.3,12.1,21.2,11.2,7.9,49.6,26.1,10.4,980.0,4952.0,1295.0,4.3,25.9,34.6,28.0,5.3,42.3,50.3,18.4,5.0,8.7,15.2,7.4,8.9,26.6,3.1,89.7,5.4,0.4
